latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
27.732864,85.24719,1293.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h)
2024-01-04T09:00,16.4,48,5.4,0.00,0.00,1014.3,872.7,3,0.97,7.0,325,20.2
2024-01-04T10:00,15.5,52,5.7,0.00,0.00,1014.4,872.3,0,0.84,6.8,328,20.2
2024-01-04T11:00,13.8,64,7.2,0.00,0.00,1014.8,871.9,0,0.57,3.3,354,18.0
2024-01-04T12:00,13.3,56,4.7,0.00,0.00,1015.3,872.1,0,0.68,3.0,166,10.8
2024-01-04T13:00,10.5,71,5.5,0.00,0.00,1015.7,871.2,0,0.37,1.8,169,7.2
2024-01-04T14:00,10.3,71,5.2,0.00,0.00,1016.5,871.8,0,0.37,2.9,180,8.3
2024-01-04T15:00,9.6,74,5.1,0.00,0.00,1016.9,871.8,0,0.32,2.2,171,8.6
2024-01-04T16:00,9.1,75,4.8,0.00,0.00,1017.6,872.2,0,0.29,2.2,171,7.9
2024-01-04T17:00,8.7,74,4.4,0.00,0.00,1017.4,871.8,0,0.29,2.5,172,7.2
2024-01-04T18:00,8.3,74,3.9,0.00,0.00,1017.3,871.5,0,0.29,2.9,173,7.6
2024-01-04T19:00,8.2,71,3.2,0.00,0.00,1017.0,871.2,0,0.32,3.3,174,8.3
2024-01-04T20:00,7.9,70,2.7,0.00,0.00,1017.0,871.1,0,0.32,2.9,173,8.3
2024-01-04T21:00,7.6,69,2.3,0.00,0.00,1017.0,870.9,0,0.32,3.3,167,8.3
2024-01-04T22:00,7.5,67,1.9,0.00,0.00,1016.8,870.7,0,0.34,3.7,169,9.0
2024-01-04T23:00,7.5,66,1.5,0.00,0.00,1016.8,870.7,0,0.36,3.3,167,9.7
2024-01-05T00:00,7.1,66,1.2,0.00,0.00,1017.5,871.1,0,0.35,3.3,167,10.4
2024-01-05T01:00,6.5,70,1.4,0.00,0.00,1018.7,871.9,0,0.29,3.4,162,12.2
2024-01-05T02:00,6.6,72,1.8,0.00,0.00,1019.6,872.7,0,0.28,4.5,166,13.3
2024-01-05T03:00,10.0,69,4.6,0.00,0.00,1020.3,874.9,0,0.38,5.8,158,14.0
2024-01-05T04:00,13.5,51,3.6,0.00,0.00,1020.7,876.9,0,0.75,3.7,101,13.3
2024-01-05T05:00,15.3,46,3.8,0.00,0.00,1019.8,876.9,0,0.93,2.7,67,13.0
2024-01-05T06:00,16.6,43,3.8,0.00,0.00,1018.2,876.1,0,1.09,2.6,16,13.7
2024-01-05T07:00,17.5,39,3.5,0.00,0.00,1016.4,875.0,0,1.21,5.3,332,18.0
2024-01-05T08:00,17.4,42,4.3,0.00,0.00,1015.5,874.1,0,1.15,7.9,317,23.0
2024-01-05T09:00,16.5,48,5.3,0.00,0.00,1015.4,873.7,0,0.99,8.7,322,23.8
2024-01-05T10:00,15.4,52,5.6,0.00,0.00,1015.5,873.2,0,0.84,7.5,343,23.8
2024-01-05T11:00,13.9,63,7.0,0.00,0.00,1016.1,873.1,0,0.58,3.9,22,19.1
2024-01-05T12:00,11.7,70,6.5,0.00,0.00,1016.7,872.6,0,0.41,2.1,149,10.8
2024-01-05T13:00,10.7,70,5.4,0.00,0.00,1017.3,872.7,0,0.39,3.2,180,8.6
2024-01-05T14:00,9.4,78,5.8,0.00,0.00,1018.3,872.9,19,0.25,2.5,180,9.7
2024-01-05T15:00,8.8,83,6.1,0.00,0.00,1019.0,873.2,100,0.19,2.5,180,9.4
2024-01-05T16:00,8.5,85,6.2,0.00,0.00,1019.3,873.4,79,0.16,3.6,180,11.5
2024-01-05T17:00,8.1,86,5.9,0.00,0.00,1019.5,873.3,83,0.15,3.7,169,11.5
2024-01-05T18:00,8.2,85,5.8,0.00,0.00,1019.2,873.1,11,0.16,4.8,167,13.3
2024-01-05T19:00,7.5,85,5.2,0.00,0.00,1018.8,872.5,91,0.15,5.9,166,15.8
2024-01-05T20:00,8.0,81,5.0,0.00,0.00,1018.5,872.4,74,0.20,6.6,167,17.3
2024-01-05T21:00,7.3,82,4.5,0.00,0.00,1018.1,871.8,72,0.18,6.2,170,17.3
2024-01-05T22:00,6.8,84,4.2,0.00,0.00,1017.7,871.2,59,0.16,5.9,166,16.6
2024-01-05T23:00,6.3,85,3.9,0.00,0.00,1017.5,870.8,1,0.15,5.6,165,16.6
2024-01-06T00:00,5.8,86,3.6,0.00,0.00,1017.8,870.8,14,0.13,5.5,169,16.6
2024-01-06T01:00,6.3,87,4.3,0.00,0.00,1019.0,872.0,0,0.13,4.5,166,17.3
2024-01-06T02:00,6.5,85,4.2,0.00,0.00,1020.0,873.0,0,0.15,3.3,167,14.0
2024-01-06T03:00,11.0,75,6.7,0.00,0.00,1020.9,875.9,0,0.33,4.7,171,13.0
2024-01-06T04:00,13.9,52,4.2,0.00,0.00,1020.9,877.2,28,0.77,1.1,108,10.8
2024-01-06T05:00,15.4,45,3.4,0.00,0.00,1019.8,876.9,89,0.97,2.6,344,13.0
2024-01-06T06:00,16.0,45,4.0,0.00,0.00,1018.5,876.1,81,1.01,5.6,315,18.0
2024-01-06T07:00,16.3,46,4.8,0.00,0.00,1017.2,875.1,26,0.99,6.1,310,19.8
2024-01-06T08:00,16.5,47,5.3,0.00,0.00,1016.1,874.3,28,0.99,6.2,306,19.8
2024-01-06T09:00,16.2,49,5.6,0.00,0.00,1015.8,873.9,24,0.93,6.6,299,19.1
2024-01-06T10:00,15.4,53,6.0,0.00,0.00,1016.0,873.7,6,0.82,6.4,313,19.4
2024-01-06T11:00,14.1,66,7.9,0.00,0.00,1016.6,873.6,5,0.55,3.1,339,16.6
2024-01-06T12:00,13.4,61,5.9,0.00,0.00,1017.3,873.9,1,0.60,3.5,204,10.1
2024-01-06T13:00,10.7,79,7.2,0.00,0.00,1018.5,873.7,1,0.27,2.9,210,6.1
2024-01-06T14:00,9.7,81,6.6,0.00,0.00,1019.0,873.7,0,0.23,3.3,193,6.8
2024-01-06T15:00,9.8,78,6.1,0.00,0.00,1019.2,873.9,0,0.27,4.0,180,9.4
2024-01-06T16:00,9.2,80,5.9,0.00,0.00,1019.5,873.9,0,0.24,4.7,176,12.2
2024-01-06T17:00,8.3,83,5.6,0.00,0.00,1019.6,873.5,0,0.19,4.3,175,13.3
2024-01-06T18:00,7.8,83,5.1,0.00,0.00,1019.6,873.3,0,0.18,3.6,174,13.3
2024-01-06T19:00,7.7,77,4.0,0.00,0.00,1019.1,872.8,0,0.24,3.6,174,12.6
2024-01-06T20:00,7.9,69,2.7,0.00,0.00,1018.8,872.6,0,0.33,4.0,175,11.9
2024-01-06T21:00,8.0,64,1.6,0.00,0.00,1018.5,872.4,0,0.38,3.7,169,11.9
2024-01-06T22:00,8.0,62,1.1,0.00,0.00,1018.3,872.3,0,0.41,3.7,169,11.2
2024-01-06T23:00,8.1,60,0.9,0.00,0.00,1018.4,872.4,0,0.43,4.0,170,10.8
2024-01-07T00:00,8.1,60,0.8,0.00,0.00,1018.4,872.4,0,0.43,4.1,165,11.2
2024-01-07T01:00,7.2,66,1.3,0.00,0.00,1020.1,873.4,0,0.34,3.3,167,11.9
2024-01-07T02:00,8.3,63,1.6,0.00,0.00,1021.0,874.7,0,0.41,3.7,169,11.2
2024-01-07T03:00,11.0,64,4.5,0.00,0.00,1021.8,876.6,0,0.47,5.2,168,13.0
2024-01-07T04:00,14.0,50,3.8,0.00,0.00,1022.1,878.3,0,0.80,1.0,45,11.9
2024-01-07T05:00,15.5,45,3.7,0.00,0.00,1021.3,878.3,0,0.96,3.6,354,14.4
2024-01-07T06:00,16.3,44,4.0,0.00,0.00,1020.0,877.5,0,1.04,5.2,335,17.6
2024-01-07T07:00,16.8,45,4.6,0.00,0.00,1018.5,876.5,1,1.06,6.8,335,21.2
2024-01-07T08:00,16.9,46,5.3,0.00,0.00,1017.5,875.6,4,1.03,8.1,339,23.4
2024-01-07T09:00,16.5,50,6.0,0.00,0.00,1016.7,874.8,3,0.94,7.7,332,23.8
2024-01-07T10:00,15.7,53,6.1,0.00,0.00,1016.6,874.4,2,0.85,6.6,331,21.2
2024-01-07T11:00,14.2,66,8.0,0.00,0.00,1016.6,873.7,0,0.55,3.0,346,17.3
2024-01-07T12:00,13.7,57,5.3,0.00,0.00,1017.0,873.8,0,0.68,2.9,187,9.0
2024-01-07T13:00,10.9,78,7.2,0.00,0.00,1017.7,873.1,9,0.28,1.8,180,5.4
2024-01-07T14:00,10.4,80,7.2,0.00,0.00,1017.9,873.0,1,0.25,1.8,180,6.8
2024-01-07T15:00,9.9,84,7.3,0.00,0.00,1018.8,873.6,2,0.20,1.8,180,7.9
2024-01-07T16:00,9.1,88,7.2,0.00,0.00,1019.5,873.8,11,0.14,1.8,180,8.3
2024-01-07T17:00,8.1,92,6.9,0.00,0.00,1019.7,873.5,44,0.08,3.6,174,11.5
2024-01-07T18:00,6.8,95,6.1,0.00,0.00,1019.4,872.6,84,0.05,5.4,176,15.5
2024-01-07T19:00,5.6,100,5.6,0.00,0.00,1018.8,871.5,100,0.00,6.5,174,18.0
2024-01-07T20:00,5.5,98,5.2,0.00,0.00,1018.4,871.1,100,0.02,6.9,174,18.4
2024-01-07T21:00,5.2,96,4.6,0.00,0.00,1018.2,870.8,100,0.04,6.5,174,18.4
2024-01-07T22:00,4.6,96,3.9,0.00,0.00,1018.4,870.7,89,0.04,5.8,173,17.6
2024-01-07T23:00,4.3,95,3.5,0.00,0.00,1018.5,870.6,69,0.04,5.8,173,17.3
2024-01-08T00:00,4.5,92,3.3,0.00,0.00,1018.9,871.1,49,0.07,5.8,173,17.3
2024-01-08T01:00,7.0,84,4.5,0.00,0.00,1019.9,873.2,0,0.16,3.3,167,11.5
2024-01-08T02:00,7.7,82,4.7,0.00,0.00,1021.3,874.7,0,0.19,3.8,163,11.2
2024-01-08T03:00,10.6,77,6.8,0.00,0.00,1021.9,876.6,0,0.29,4.8,153,12.6
2024-01-08T04:00,13.3,57,5.0,0.00,0.00,1022.1,878.0,0,0.66,2.4,63,11.2
2024-01-08T05:00,15.0,47,3.7,0.00,0.00,1020.9,877.7,0,0.91,3.6,6,14.0
2024-01-08T06:00,16.0,43,3.4,0.00,0.00,1019.5,877.0,0,1.04,6.0,343,19.4
2024-01-08T07:00,16.5,43,3.9,0.00,0.00,1017.9,875.8,0,1.07,8.1,339,23.0
2024-01-08T08:00,16.6,45,4.5,0.00,0.00,1017.0,875.1,2,1.04,8.8,341,24.8
2024-01-08T09:00,16.3,48,5.2,0.00,0.00,1016.6,874.6,0,0.97,8.2,345,24.5
2024-01-08T10:00,15.6,51,5.5,0.00,0.00,1016.6,874.3,0,0.86,7.1,345,22.7
2024-01-08T11:00,14.1,62,6.9,0.00,0.00,1016.8,873.8,0,0.61,3.6,354,18.7
2024-01-08T12:00,13.2,58,5.1,0.00,0.00,1017.2,873.7,0,0.64,4.4,55,11.2
2024-01-08T13:00,10.6,75,6.4,0.00,0.00,1017.9,873.1,0,0.32,1.8,180,6.1
2024-01-08T14:00,10.1,78,6.3,0.00,0.00,1018.3,873.2,0,0.28,2.9,173,8.3
2024-01-08T15:00,9.7,77,6.0,0.00,0.00,1018.7,873.4,0,0.27,2.5,172,7.9
2024-01-08T16:00,9.6,76,5.5,0.00,0.00,1018.9,873.5,0,0.29,3.3,167,9.7
2024-01-08T17:00,9.3,75,5.2,0.00,0.00,1018.8,873.3,0,0.29,4.0,175,11.5
2024-01-08T18:00,8.9,75,4.7,0.00,0.00,1018.6,872.9,0,0.28,2.9,173,11.5
2024-01-08T19:00,8.4,73,3.9,0.00,0.00,1018.2,872.4,0,0.30,2.2,171,9.0
2024-01-08T20:00,8.0,71,3.0,0.00,0.00,1018.2,872.2,0,0.31,2.5,172,7.9
2024-01-08T21:00,7.3,71,2.4,0.00,0.00,1018.0,871.7,0,0.30,2.9,173,7.9
2024-01-08T22:00,7.3,69,1.9,0.00,0.00,1017.7,871.4,0,0.32,3.8,163,8.6
2024-01-08T23:00,7.3,67,1.5,0.00,0.00,1017.3,871.0,0,0.34,4.1,165,9.7
2024-01-09T00:00,7.4,65,1.2,0.00,0.00,1017.3,871.1,0,0.36,3.8,163,10.1
2024-01-09T01:00,7.0,69,1.7,0.00,0.00,1018.6,872.0,0,0.31,3.1,159,12.6
2024-01-09T02:00,7.1,68,1.7,0.00,0.00,1019.1,872.5,0,0.32,4.1,165,12.2
2024-01-09T03:00,10.5,66,4.5,0.00,0.00,1019.6,874.5,0,0.43,5.0,159,13.3
2024-01-09T04:00,14.0,51,4.0,0.00,0.00,1019.7,876.2,0,0.79,1.3,56,11.5
2024-01-09T05:00,15.8,44,3.7,0.00,0.00,1018.8,876.3,0,1.00,3.3,347,13.7
2024-01-09T06:00,16.8,43,4.1,0.00,0.00,1017.4,875.5,0,1.09,4.8,333,16.6
2024-01-09T07:00,17.4,44,5.1,0.00,0.00,1015.8,874.4,0,1.10,6.8,328,20.5
2024-01-09T08:00,17.5,47,6.1,0.00,0.00,1014.6,873.4,0,1.05,8.0,324,22.3
2024-01-09T09:00,17.1,50,6.6,0.00,0.00,1014.6,873.3,0,0.98,8.4,329,23.0
2024-01-09T10:00,16.3,53,6.6,0.00,0.00,1014.6,872.9,0,0.87,6.2,339,22.3
2024-01-09T11:00,14.6,68,8.7,0.00,0.00,1014.9,872.4,2,0.54,2.6,344,16.2
2024-01-09T12:00,13.9,60,6.1,0.00,0.00,1015.4,872.5,1,0.64,3.4,342,12.2
2024-01-09T13:00,10.7,78,7.1,0.00,0.00,1015.8,871.4,0,0.28,1.8,180,14.4
2024-01-09T14:00,10.7,75,6.5,0.00,0.00,1016.4,871.9,0,0.32,2.2,171,7.6
2024-01-09T15:00,9.4,81,6.4,0.00,0.00,1016.5,871.4,0,0.22,6.3,167,15.1
2024-01-09T16:00,7.4,91,6.1,0.00,0.00,1016.9,870.8,0,0.09,6.2,170,17.3
2024-01-09T17:00,6.8,89,5.1,0.00,0.00,1017.1,870.7,0,0.11,5.2,168,18.0
2024-01-09T18:00,7.4,77,3.6,0.00,0.00,1016.9,870.8,0,0.24,3.0,166,16.2
2024-01-09T19:00,7.6,68,2.1,0.00,0.00,1016.6,870.6,0,0.34,4.0,170,13.7
2024-01-09T20:00,7.9,62,1.1,0.00,0.00,1016.4,870.6,0,0.41,3.3,174,13.0
2024-01-09T21:00,8.4,56,0.2,0.00,0.00,1015.9,870.4,0,0.48,3.3,174,13.0
2024-01-09T22:00,8.7,53,-0.5,0.00,0.00,1015.4,870.1,0,0.53,2.9,173,13.0
2024-01-09T23:00,8.8,51,-0.7,0.00,0.00,1015.3,870.1,0,0.55,2.2,180,12.6
2024-01-10T00:00,8.8,53,-0.2,0.00,0.00,1015.5,870.2,0,0.53,3.6,180,11.9
2024-01-10T01:00,8.2,57,0.2,0.00,0.00,1016.3,870.6,0,0.47,3.0,166,11.5
2024-01-10T02:00,9.4,60,2.0,0.00,0.00,1016.8,871.6,0,0.47,1.1,180,10.1
2024-01-10T03:00,13.7,49,3.2,0.00,0.00,1017.2,873.9,0,0.79,0.8,153,8.3
2024-01-10T04:00,15.6,40,2.2,0.00,0.00,1017.2,874.8,0,1.06,2.2,360,9.4
2024-01-10T05:00,16.9,39,3.0,0.00,0.00,1016.4,874.7,0,1.17,5.2,335,16.6
2024-01-10T06:00,17.4,41,4.1,0.00,0.00,1014.6,873.4,0,1.17,7.1,336,20.9
2024-01-10T07:00,17.8,42,4.8,0.00,0.00,1012.9,872.1,0,1.18,7.4,337,22.0
2024-01-10T08:00,18.1,43,5.2,0.00,0.00,1011.6,871.1,0,1.19,7.1,336,22.3
2024-01-10T09:00,18.0,43,5.2,0.00,0.00,1011.0,870.6,0,1.18,7.2,333,21.2
2024-01-10T10:00,17.2,44,5.0,0.00,0.00,1011.2,870.4,0,1.09,7.1,330,20.2
2024-01-10T11:00,15.2,60,7.6,0.00,0.00,1011.9,870.1,0,0.68,3.2,333,19.4
2024-01-10T12:00,14.7,50,4.5,0.00,0.00,1012.9,870.7,0,0.83,2.9,210,11.2
2024-01-10T13:00,11.2,65,4.8,0.00,0.00,1013.6,869.7,0,0.47,3.3,174,9.7
2024-01-10T14:00,9.4,73,4.7,0.00,0.00,1014.7,869.8,0,0.32,3.6,174,11.5
2024-01-10T15:00,7.9,79,4.6,0.00,0.00,1015.6,869.9,0,0.22,3.6,174,13.3
2024-01-10T16:00,6.8,84,4.4,0.00,0.00,1016.1,869.8,0,0.15,4.0,175,14.4
2024-01-10T17:00,5.9,88,4.0,0.00,0.00,1016.2,869.5,0,0.12,3.3,174,14.4
2024-01-10T18:00,5.6,87,3.6,0.00,0.00,1016.4,869.5,0,0.12,2.9,173,13.7
2024-01-10T19:00,5.2,86,3.1,0.00,0.00,1016.1,869.0,1,0.12,3.6,174,14.4
2024-01-10T20:00,4.9,85,2.6,0.00,0.00,1016.4,869.2,2,0.13,2.2,171,14.0
2024-01-10T21:00,5.1,81,2.1,0.00,0.00,1016.6,869.4,2,0.16,2.2,171,11.9
2024-01-10T22:00,5.0,79,1.6,0.00,0.00,1016.6,869.3,1,0.19,2.2,171,10.4
2024-01-10T23:00,4.9,76,1.0,0.00,0.00,1016.6,869.3,1,0.21,2.6,164,10.8
2024-01-11T00:00,4.9,73,0.5,0.00,0.00,1017.2,869.8,0,0.23,2.6,164,10.8
2024-01-11T01:00,4.1,86,2.0,0.00,0.00,1018.3,870.4,20,0.11,4.5,166,13.7
2024-01-11T02:00,4.9,84,2.5,0.00,0.00,1019.1,871.5,16,0.14,5.2,168,14.0
2024-01-11T03:00,9.3,76,5.3,0.00,0.00,1020.0,874.3,15,0.28,4.2,160,13.7
2024-01-11T04:00,12.5,60,4.9,0.00,0.00,1020.3,876.1,1,0.58,2.3,18,11.9
2024-01-11T05:00,14.1,50,3.8,0.00,0.00,1019.1,875.8,0,0.81,4.4,351,16.6
2024-01-11T06:00,15.5,44,3.3,0.00,0.00,1017.4,875.0,0,0.99,6.0,335,19.8
2024-01-11T07:00,16.4,42,3.5,0.00,0.00,1015.9,874.0,0,1.08,7.6,335,23.4
2024-01-11T08:00,16.6,42,3.6,0.00,0.00,1014.7,873.1,0,1.09,7.9,336,24.1
2024-01-11T09:00,16.2,43,3.5,0.00,0.00,1014.2,872.5,0,1.05,7.9,336,23.8
2024-01-11T10:00,15.2,47,4.1,0.00,0.00,1014.4,872.2,0,0.91,7.3,340,22.0
