latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
27.732864,85.24719,1293.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h)
2021-01-01T00:00,5.0,60,-2.2,0.00,0.00,1016.8,869.5,0,0.35,4.1,165,14.0
2021-01-01T01:00,5.1,55,-3.2,0.00,0.00,1017.1,869.8,0,0.40,4.5,166,14.8
2021-01-01T02:00,6.3,49,-3.6,0.00,0.00,1017.9,871.1,0,0.49,5.5,169,16.6
2021-01-01T03:00,11.5,39,-1.9,0.00,0.00,1019.1,874.6,0,0.83,4.5,166,16.6
2021-01-01T04:00,15.6,23,-5.3,0.00,0.00,1019.7,877.0,0,1.36,1.8,360,11.9
2021-01-01T05:00,17.3,19,-6.7,0.00,0.00,1018.9,877.0,0,1.61,4.5,346,17.3
2021-01-01T06:00,18.6,17,-6.6,0.00,0.00,1018.0,876.8,0,1.77,6.3,336,22.0
2021-01-01T07:00,19.2,19,-4.8,0.00,0.00,1016.9,876.1,0,1.79,7.7,323,25.6
2021-01-01T08:00,18.8,25,-1.5,0.00,0.00,1016.0,875.2,0,1.62,8.9,328,28.1
2021-01-01T09:00,18.0,34,1.7,0.00,0.00,1015.6,874.5,0,1.37,9.2,334,28.8
2021-01-01T10:00,17.0,40,3.3,0.00,0.00,1015.6,874.1,0,1.17,7.6,335,27.7
2021-01-01T11:00,15.4,49,4.6,0.00,0.00,1015.9,873.6,0,0.90,4.0,350,21.6
2021-01-01T12:00,14.0,56,5.3,0.00,0.00,1016.3,873.3,0,0.71,4.9,17,11.9
2021-01-01T13:00,12.9,59,5.1,0.00,0.00,1016.8,873.3,0,0.61,0.8,153,10.4
2021-01-01T14:00,10.3,72,5.4,0.00,0.00,1017.3,872.5,0,0.35,3.0,166,7.9
2021-01-01T15:00,9.5,74,5.1,0.00,0.00,1017.5,872.3,0,0.31,2.3,162,8.6
2021-01-01T16:00,8.9,77,5.1,0.00,0.00,1017.7,872.1,0,0.26,2.2,171,8.3
2021-01-01T17:00,8.6,79,5.1,0.00,0.00,1017.6,871.9,0,0.24,2.9,173,10.1
2021-01-01T18:00,8.3,79,4.9,0.00,0.00,1017.1,871.3,0,0.23,3.3,174,11.5
2021-01-01T19:00,7.8,78,4.3,0.00,0.00,1017.0,871.1,0,0.23,2.5,172,11.2
2021-01-01T20:00,7.6,73,3.1,0.00,0.00,1016.6,870.6,0,0.28,2.5,172,10.4
2021-01-01T21:00,7.4,67,1.6,0.00,0.00,1016.2,870.2,0,0.34,2.5,172,10.4
2021-01-01T22:00,7.1,60,-0.2,0.00,0.00,1016.1,869.9,0,0.41,2.5,172,10.1
2021-01-01T23:00,6.9,54,-1.8,0.00,0.00,1016.0,869.7,0,0.46,2.6,164,10.1
2021-01-02T00:00,5.6,67,0.0,0.00,0.00,1016.7,869.7,0,0.30,3.7,169,10.4
2021-01-02T01:00,5.9,60,-1.3,0.00,0.00,1017.0,870.1,0,0.37,4.0,170,14.0
2021-01-02T02:00,6.7,54,-2.0,0.00,0.00,1017.8,871.2,0,0.45,4.7,171,15.1
2021-01-02T03:00,11.7,42,-0.9,0.00,0.00,1018.9,874.5,23,0.80,3.8,163,15.1
2021-01-02T04:00,15.7,28,-2.7,0.00,0.00,1019.3,876.7,53,1.28,1.6,27,10.8
2021-01-02T05:00,17.6,22,-4.6,0.00,0.00,1018.3,876.6,71,1.58,3.4,342,15.1
2021-01-02T06:00,18.9,18,-5.8,0.00,0.00,1017.2,876.3,66,1.79,5.8,338,20.5
2021-01-02T07:00,19.4,21,-3.6,0.00,0.00,1016.1,875.6,88,1.79,7.6,341,25.2
2021-01-02T08:00,19.5,25,-1.1,0.00,0.00,1015.1,874.7,92,1.70,7.6,341,25.6
2021-01-02T09:00,19.0,29,0.7,0.00,0.00,1014.4,873.9,95,1.56,7.6,341,25.2
2021-01-02T10:00,17.9,34,1.7,0.00,0.00,1014.4,873.4,97,1.36,7.0,339,24.5
2021-01-02T11:00,16.0,42,2.9,0.00,0.00,1015.0,873.1,94,1.06,4.0,350,20.5
2021-01-02T12:00,14.8,43,2.4,0.00,0.00,1015.0,872.5,92,0.95,2.5,98,12.2
2021-01-02T13:00,13.8,46,2.3,0.00,0.00,1015.5,872.5,95,0.85,0.4,180,8.6
2021-01-02T14:00,13.2,47,2.0,0.00,0.00,1016.5,873.1,90,0.81,1.4,180,7.6
2021-01-02T15:00,10.4,61,3.3,0.00,0.00,1017.0,872.3,88,0.49,1.4,180,7.6
2021-01-02T16:00,9.2,65,3.0,0.00,0.00,1017.3,872.0,89,0.41,3.0,166,8.3
2021-01-02T17:00,9.3,63,2.6,0.00,0.00,1017.2,871.9,77,0.44,2.9,173,9.7
2021-01-02T18:00,9.0,65,2.8,0.00,0.00,1016.8,871.4,75,0.40,3.3,167,10.8
2021-01-02T19:00,8.6,67,2.9,0.00,0.00,1016.2,870.7,85,0.37,2.5,172,10.8
2021-01-02T20:00,8.6,64,2.1,0.00,0.00,1015.7,870.3,81,0.41,2.5,172,10.4
2021-01-02T21:00,8.6,56,0.4,0.00,0.00,1014.8,869.5,82,0.49,3.0,166,11.5
2021-01-02T22:00,8.6,49,-1.5,0.00,0.00,1014.5,869.3,78,0.57,3.0,166,12.2
2021-01-02T23:00,8.5,43,-3.4,0.00,0.00,1014.2,869.0,83,0.64,2.6,164,11.9
2021-01-03T00:00,7.6,48,-2.7,0.00,0.00,1014.4,868.7,82,0.54,3.7,169,12.2
2021-01-03T01:00,7.8,43,-3.9,0.00,0.00,1015.2,869.5,37,0.60,3.0,166,13.7
2021-01-03T02:00,9.0,38,-4.5,0.00,0.00,1016.0,870.7,21,0.71,3.3,167,12.6
2021-01-03T03:00,13.8,32,-2.5,0.00,0.00,1016.6,873.5,27,1.07,3.8,163,13.3
2021-01-03T04:00,17.8,21,-4.9,0.00,0.00,1016.7,875.4,23,1.62,2.2,351,11.5
2021-01-03T05:00,19.3,20,-4.0,0.00,0.00,1016.0,875.4,2,1.78,5.0,339,18.7
2021-01-03T06:00,20.6,20,-3.2,0.00,0.00,1015.1,875.2,26,1.94,6.3,329,23.0
2021-01-03T07:00,21.3,21,-1.8,0.00,0.00,1014.1,874.7,30,1.99,7.3,327,25.9
2021-01-03T08:00,21.3,24,0.1,0.00,0.00,1013.1,873.8,12,1.92,8.4,329,27.7
2021-01-03T09:00,20.6,29,2.1,0.00,0.00,1012.9,873.3,40,1.71,8.9,333,28.4
2021-01-03T10:00,19.4,35,3.5,0.00,0.00,1013.0,872.9,33,1.46,7.6,341,27.4
2021-01-03T11:00,17.5,43,4.6,0.00,0.00,1013.6,872.6,47,1.15,4.3,360,22.7
2021-01-03T12:00,16.2,46,4.6,0.00,0.00,1013.7,872.1,65,1.00,3.6,37,14.8
2021-01-03T13:00,15.5,48,4.6,0.00,0.00,1015.1,873.0,98,0.92,3.3,41,14.0
2021-01-03T14:00,14.9,51,4.8,0.00,0.00,1015.9,873.4,100,0.83,0.0,180,13.0
2021-01-03T15:00,13.2,68,7.3,0.00,0.00,1016.6,873.2,99,0.49,1.1,162,10.1
2021-01-03T16:00,13.1,64,6.5,0.00,0.00,1017.2,873.7,100,0.54,0.5,135,10.8
2021-01-03T17:00,12.9,62,5.8,0.00,0.00,1017.0,873.4,100,0.56,1.9,158,9.7
2021-01-03T18:00,12.7,61,5.4,0.00,0.00,1016.0,872.5,100,0.57,3.0,166,10.8
2021-01-03T19:00,12.4,61,5.2,0.00,0.00,1015.7,872.1,100,0.56,1.1,162,10.8
2021-01-03T20:00,12.9,55,4.2,0.00,0.00,1015.5,872.1,99,0.66,1.8,169,9.7
2021-01-03T21:00,12.6,57,4.3,0.00,0.00,1015.5,872.0,100,0.63,1.1,162,10.1
2021-01-03T22:00,12.7,52,3.1,0.00,0.00,1015.1,871.7,100,0.71,2.6,164,10.4
2021-01-03T23:00,13.2,47,2.2,0.00,0.00,1014.8,871.7,99,0.80,1.9,158,10.4
2021-01-04T00:00,15.8,42,2.7,0.00,0.00,1017.2,874.9,100,1.05,3.3,347,9.4
2021-01-04T01:00,12.3,65,5.8,0.00,0.00,1018.2,874.2,100,0.51,4.6,162,12.2
2021-01-04T02:00,13.3,56,4.7,0.00,0.00,1018.7,875.0,100,0.67,4.3,156,12.2
2021-01-04T03:00,14.4,57,6.0,0.00,0.00,1019.1,875.9,99,0.71,6.8,155,15.5
2021-01-04T04:00,16.7,54,7.3,0.00,0.00,1019.2,877.0,98,0.88,6.4,142,16.2
2021-01-04T05:00,19.3,44,6.9,0.00,0.00,1018.3,877.4,99,1.24,2.4,117,15.1
2021-01-04T06:00,20.9,38,5.9,0.00,0.00,1017.3,877.3,100,1.54,4.2,340,15.8
2021-01-04T07:00,21.1,38,6.3,0.00,0.00,1016.3,876.5,99,1.55,5.9,322,20.2
2021-01-04T08:00,19.9,42,6.7,0.00,0.00,1015.9,875.6,100,1.34,4.3,336,20.2
2021-01-04T09:00,19.6,44,7.0,0.00,0.00,1015.5,875.1,100,1.28,2.4,333,15.5
2021-01-04T10:00,19.1,46,7.2,0.00,0.00,1015.7,875.1,99,1.20,1.8,360,11.5
2021-01-04T11:00,17.8,70,12.2,0.00,0.00,1016.0,874.8,98,0.62,1.0,135,9.4
2021-01-04T12:00,16.1,63,9.1,0.00,0.00,1015.7,873.8,100,0.67,3.1,159,10.8
2021-01-04T13:00,15.5,64,8.7,0.00,0.00,1016.3,874.0,100,0.64,1.1,162,10.1
2021-01-04T14:00,14.9,71,9.6,0.00,0.00,1016.8,874.1,100,0.50,1.5,166,9.0
2021-01-04T15:00,14.7,69,9.2,0.00,0.00,1017.0,874.2,100,0.51,2.3,162,11.2
2021-01-04T16:00,16.9,47,5.6,0.00,0.00,1017.2,875.4,100,1.01,2.2,171,12.2
2021-01-04T17:00,17.0,45,5.1,0.00,0.00,1017.4,875.6,100,1.06,1.8,169,11.9
2021-01-04T18:00,16.8,45,4.9,0.00,0.00,1017.5,875.6,99,1.05,1.3,146,11.5
2021-01-04T19:00,14.5,63,7.5,0.00,0.00,1017.1,874.2,100,0.61,2.4,153,10.8
2021-01-04T20:00,14.2,63,7.4,0.00,0.00,1017.0,874.0,100,0.59,2.6,164,11.2
2021-01-04T21:00,14.4,60,6.7,0.00,0.00,1016.9,874.0,95,0.65,3.2,153,12.2
2021-01-04T22:00,14.0,58,5.8,0.00,0.00,1017.0,873.9,100,0.67,2.7,157,11.9
2021-01-04T23:00,14.1,56,5.5,0.00,0.00,1017.4,874.3,100,0.70,2.9,173,11.2
2021-01-05T00:00,13.5,65,7.0,0.00,0.00,1017.1,873.8,100,0.54,4.1,165,11.2
2021-01-05T01:00,13.6,60,6.0,0.00,0.00,1017.6,874.2,100,0.62,2.2,171,9.0
2021-01-05T02:00,14.4,60,6.9,0.00,0.00,1019.0,875.8,100,0.65,2.5,180,10.8
2021-01-05T03:00,17.2,39,3.0,0.00,0.00,1020.0,878.0,100,1.21,0.7,180,11.2
2021-01-05T04:00,16.9,43,4.3,0.00,0.00,1020.4,878.2,99,1.10,1.3,236,10.1
2021-01-05T05:00,18.4,39,4.4,0.00,0.00,1019.9,878.4,97,1.28,5.9,313,19.4
2021-01-05T06:00,18.9,38,4.2,0.00,0.00,1019.1,877.9,92,1.36,8.0,324,24.8
2021-01-05T07:00,19.0,37,4.1,0.00,0.00,1018.2,877.2,99,1.38,9.5,323,28.4
2021-01-05T08:00,17.9,40,4.3,0.00,0.00,1017.5,876.1,100,1.22,5.6,320,28.4
2021-01-05T09:00,18.5,39,4.3,0.00,0.00,1016.7,875.7,97,1.30,3.6,323,18.4
2021-01-05T10:00,17.9,41,4.5,0.00,0.00,1016.6,875.3,98,1.21,0.5,45,14.4
2021-01-05T11:00,16.8,52,6.8,0.00,0.00,1016.6,874.8,92,0.92,2.1,149,8.6
2021-01-05T12:00,15.7,55,6.6,0.00,0.00,1015.7,873.6,95,0.81,3.3,167,11.2
2021-01-05T13:00,14.9,60,7.1,0.00,0.00,1016.2,873.6,98,0.68,3.7,169,11.9
2021-01-05T14:00,14.2,65,7.7,0.00,0.00,1016.6,873.7,99,0.57,2.2,171,12.2
2021-01-05T15:00,14.3,64,7.6,0.00,0.00,1017.2,874.2,76,0.59,1.8,169,10.1
2021-01-05T16:00,13.9,64,7.3,0.00,0.00,1017.7,874.5,76,0.56,2.2,180,9.4
2021-01-05T17:00,13.8,64,7.2,0.00,0.00,1017.6,874.3,93,0.56,1.8,180,9.4
2021-01-05T18:00,13.5,69,8.0,0.00,0.00,1017.7,874.3,75,0.48,0.7,180,9.0
2021-01-05T19:00,14.6,59,6.6,0.00,0.00,1017.1,874.3,51,0.68,1.1,162,9.4
2021-01-05T20:00,14.7,56,6.0,0.00,0.00,1016.5,873.8,37,0.73,1.9,158,11.2
2021-01-05T21:00,13.6,60,5.9,0.00,0.00,1015.8,872.7,0,0.62,2.2,171,11.9
2021-01-05T22:00,11.5,69,6.0,0.00,0.00,1015.2,871.2,0,0.42,4.0,170,14.4
2021-01-05T23:00,11.8,66,5.6,0.00,0.00,1015.2,871.4,41,0.47,2.2,171,14.8
2021-01-06T00:00,15.3,50,5.0,0.00,0.00,1016.1,873.7,42,0.86,0.4,180,13.0
2021-01-06T01:00,15.0,51,5.0,0.00,0.00,1016.4,873.8,0,0.83,1.6,153,11.2
2021-01-06T02:00,12.2,67,6.3,0.00,0.00,1016.6,872.8,0,0.47,3.5,156,12.2
2021-01-06T03:00,16.4,50,5.9,0.00,0.00,1017.0,875.0,0,0.93,3.1,135,11.5
2021-01-06T04:00,18.4,40,4.7,0.00,0.00,1017.1,876.0,0,1.27,2.5,360,12.6
2021-01-06T05:00,19.9,37,4.7,0.00,0.00,1016.2,875.9,0,1.47,5.3,332,19.1
2021-01-06T06:00,20.9,35,5.0,0.00,0.00,1014.9,875.2,0,1.60,7.4,321,24.5
2021-01-06T07:00,21.5,35,5.3,0.00,0.00,1013.5,874.2,0,1.68,8.9,317,28.1
2021-01-06T08:00,21.7,35,5.6,0.00,0.00,1012.2,873.2,55,1.69,10.0,319,29.9
2021-01-06T09:00,21.4,37,6.2,0.00,0.00,1011.7,872.6,73,1.59,10.0,319,31.0
2021-01-06T10:00,20.5,41,6.7,0.00,0.00,1011.5,872.1,70,1.43,8.9,317,29.9
2021-01-06T11:00,18.9,48,7.5,0.00,0.00,1011.8,871.6,63,1.14,5.5,328,25.9
2021-01-06T12:00,17.6,51,7.3,0.00,0.00,1012.2,871.4,66,0.99,5.9,317,18.4
2021-01-06T13:00,17.1,53,7.5,0.00,0.00,1012.6,871.5,49,0.91,4.3,246,17.6
2021-01-06T14:00,14.8,66,8.5,0.00,0.00,1013.4,871.2,16,0.57,2.6,196,15.5
2021-01-06T15:00,13.3,74,8.7,0.00,0.00,1013.9,870.9,0,0.40,2.5,188,12.6
2021-01-06T16:00,12.8,75,8.6,0.00,0.00,1014.4,871.1,0,0.36,2.9,187,11.9
2021-01-06T17:00,12.2,77,8.2,0.00,0.00,1014.6,871.0,0,0.33,2.9,187,11.9
2021-01-06T18:00,12.0,75,7.7,0.00,0.00,1014.4,870.8,0,0.36,3.6,180,12.2
2021-01-06T19:00,11.9,72,7.1,0.00,0.00,1013.9,870.3,0,0.38,3.6,174,13.0
2021-01-06T20:00,11.6,71,6.5,0.00,0.00,1013.5,869.8,0,0.40,3.3,174,12.6
2021-01-06T21:00,11.4,70,6.0,0.00,0.00,1012.7,869.0,0,0.41,3.3,174,11.9
2021-01-06T22:00,11.0,70,5.7,0.00,0.00,1012.2,868.4,0,0.40,3.7,169,11.5
2021-01-06T23:00,10.7,69,5.2,0.00,0.00,1012.2,868.3,0,0.40,3.7,169,10.8
2021-01-07T00:00,12.3,62,5.2,0.00,0.00,1012.6,869.4,0,0.54,4.1,165,11.9
2021-01-07T01:00,10.4,69,4.9,0.00,0.00,1013.0,868.8,0,0.39,4.8,167,11.2
2021-01-07T02:00,12.6,62,5.5,0.00,0.00,1014.0,870.7,0,0.55,4.1,165,11.5
2021-01-07T03:00,16.5,48,5.4,0.00,0.00,1014.9,873.2,0,0.98,3.8,163,10.4
2021-01-07T04:00,18.4,44,5.9,0.00,0.00,1015.2,874.3,0,1.18,2.5,360,11.2
2021-01-07T05:00,19.7,40,5.5,0.00,0.00,1014.7,874.5,0,1.39,5.7,325,19.1
2021-01-07T06:00,20.6,36,4.9,0.00,0.00,1013.4,873.8,0,1.56,7.9,317,24.8
2021-01-07T07:00,21.3,29,2.6,0.00,0.00,1012.2,873.0,0,1.80,8.9,317,28.4
2021-01-07T08:00,21.6,26,1.2,0.00,0.00,1011.3,872.4,0,1.92,9.2,321,28.8
2021-01-07T09:00,21.4,26,0.9,0.00,0.00,1010.7,871.8,0,1.90,8.7,322,28.4
