latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
27.732864,85.24719,1293.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),rain (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h)
2023-01-01T00:00,7.3,98,7.0,0.00,0.00,1019.7,873.1,100,0.02,5.4,172,10.8
2023-01-01T01:00,6.8,96,6.2,0.00,0.00,1020.8,873.8,100,0.04,5.1,172,14.0
2023-01-01T02:00,7.1,96,6.5,0.00,0.00,1021.6,874.7,100,0.04,6.8,177,16.9
2023-01-01T03:00,9.6,84,7.1,0.00,0.00,1022.4,876.5,29,0.19,5.4,176,17.3
2023-01-01T04:00,11.5,73,6.8,0.00,0.00,1022.8,877.8,84,0.37,0.7,180,14.0
2023-01-01T05:00,12.8,65,6.4,0.00,0.00,1022.5,878.1,78,0.52,4.3,355,15.5
2023-01-01T06:00,13.9,61,6.5,0.00,0.00,1021.3,877.6,95,0.62,6.2,353,20.9
2023-01-01T07:00,14.7,56,6.1,0.00,0.00,1019.6,876.5,47,0.73,6.6,338,22.0
2023-01-01T08:00,14.8,54,5.5,0.00,0.00,1018.5,875.6,100,0.78,7.7,332,23.8
2023-01-01T09:00,14.0,58,5.8,0.00,0.00,1018.1,874.9,55,0.67,9.7,333,27.7
2023-01-01T10:00,13.3,62,6.1,0.00,0.00,1018.1,874.5,67,0.58,8.4,329,27.7
2023-01-01T11:00,12.5,66,6.2,0.00,0.00,1018.5,874.5,22,0.50,6.2,339,22.7
2023-01-01T12:00,10.6,82,7.6,0.00,0.00,1019.2,874.2,6,0.23,5.4,340,15.1
2023-01-01T13:00,10.7,81,7.5,0.00,0.00,1020.2,875.2,46,0.25,2.2,9,11.5
2023-01-01T14:00,10.8,75,6.5,0.00,0.00,1021.1,876.0,56,0.33,3.0,14,9.4
2023-01-01T15:00,10.3,78,6.6,0.00,0.00,1021.7,876.3,33,0.28,2.4,63,9.0
2023-01-01T16:00,9.2,84,6.6,0.00,0.00,1022.0,876.0,38,0.19,1.8,127,6.8
2023-01-01T17:00,8.6,85,6.3,0.00,0.00,1021.8,875.5,53,0.17,2.9,150,8.6
2023-01-01T18:00,8.2,88,6.4,0.00,0.00,1021.4,875.0,22,0.13,2.4,153,9.0
2023-01-01T19:00,7.7,92,6.5,0.00,0.00,1020.7,874.1,27,0.08,2.9,150,8.3
2023-01-01T20:00,7.5,93,6.5,0.00,0.00,1020.3,873.7,34,0.07,3.9,158,10.1
2023-01-01T21:00,7.1,95,6.3,0.00,0.00,1019.5,872.8,17,0.05,3.9,158,10.4
2023-01-01T22:00,6.8,95,6.0,0.00,0.00,1019.1,872.4,22,0.05,3.4,162,10.8
2023-01-01T23:00,6.6,95,5.8,0.00,0.00,1019.0,872.2,1,0.05,3.3,167,10.8
2023-01-02T00:00,5.4,97,5.0,0.00,0.00,1020.0,872.5,15,0.02,4.8,167,11.2
2023-01-02T01:00,5.3,97,4.8,0.00,0.00,1020.7,873.0,4,0.03,5.1,172,14.4
2023-01-02T02:00,5.7,96,5.1,0.00,0.00,1021.8,874.2,5,0.04,5.8,176,14.8
2023-01-02T03:00,9.6,79,6.2,0.00,0.00,1022.7,876.8,7,0.25,4.3,185,15.1
2023-01-02T04:00,11.7,60,4.3,0.00,0.00,1022.9,877.9,5,0.54,1.9,292,11.2
2023-01-02T05:00,13.2,53,3.9,0.00,0.00,1022.6,878.4,1,0.71,3.4,302,13.7
2023-01-02T06:00,14.4,49,3.8,0.00,0.00,1021.5,878.0,2,0.84,4.6,315,16.9
2023-01-02T07:00,15.5,46,4.0,0.00,0.00,1019.8,877.0,17,0.94,7.7,323,23.8
2023-01-02T08:00,15.6,45,3.7,0.00,0.00,1018.9,876.3,16,0.97,8.6,327,26.6
2023-01-02T09:00,15.3,45,3.3,0.00,0.00,1018.3,875.6,6,0.96,7.9,336,25.6
2023-01-02T10:00,14.7,48,3.7,0.00,0.00,1018.1,875.2,18,0.87,7.4,331,23.8
2023-01-02T11:00,13.5,56,4.9,0.00,0.00,1018.6,875.1,26,0.68,5.0,339,20.9
2023-01-02T12:00,11.3,69,5.7,0.00,0.00,1019.7,875.0,9,0.42,5.5,328,14.4
2023-01-02T13:00,10.5,75,6.4,0.00,0.00,1020.9,875.7,4,0.31,4.4,325,11.9
2023-01-02T14:00,10.3,72,5.4,0.00,0.00,1022.0,876.5,1,0.36,2.1,121,9.7
2023-01-02T15:00,8.2,85,5.8,0.00,0.00,1022.5,875.9,0,0.16,0.8,153,5.0
2023-01-02T16:00,7.2,89,5.5,0.00,0.00,1023.1,876.0,9,0.11,2.3,162,7.6
2023-01-02T17:00,6.0,93,5.0,0.00,0.00,1022.9,875.2,50,0.06,4.2,160,11.9
2023-01-02T18:00,4.6,98,4.3,0.00,0.00,1022.3,874.1,80,0.02,5.1,172,15.5
2023-01-02T19:00,3.3,100,3.2,0.00,0.00,1021.3,872.5,100,0.00,5.8,176,17.6
2023-01-02T20:00,2.7,100,2.7,0.00,0.00,1020.6,871.7,100,0.00,5.8,180,17.6
2023-01-02T21:00,2.3,100,2.3,0.00,0.00,1020.0,870.9,100,0.00,5.4,180,17.6
2023-01-02T22:00,2.2,100,2.2,0.00,0.00,1020.0,870.9,100,0.00,4.7,180,17.3
2023-01-02T23:00,2.1,100,2.1,0.00,0.00,1020.2,871.0,96,0.00,4.3,180,15.8
2023-01-03T00:00,2.5,95,1.8,0.00,0.00,1021.2,872.1,65,0.04,4.7,180,15.1
2023-01-03T01:00,2.5,93,1.5,0.00,0.00,1022.0,872.8,46,0.05,4.3,180,14.4
2023-01-03T02:00,3.7,86,1.5,0.00,0.00,1022.5,873.8,28,0.12,5.0,180,15.5
2023-01-03T03:00,8.8,70,3.5,0.00,0.00,1023.6,877.2,0,0.34,3.4,162,15.1
2023-01-03T04:00,11.8,55,2.9,0.00,0.00,1023.5,878.5,0,0.63,2.6,56,12.6
2023-01-03T05:00,13.5,51,3.6,0.00,0.00,1022.6,878.5,0,0.76,3.1,36,15.1
2023-01-03T06:00,15.0,47,3.8,0.00,0.00,1021.6,878.3,0,0.90,4.6,342,18.4
2023-01-03T07:00,15.6,44,3.3,0.00,0.00,1020.2,877.4,3,1.00,7.4,321,23.4
2023-01-03T08:00,15.8,43,3.2,0.00,0.00,1018.9,876.4,31,1.03,8.9,328,27.7
2023-01-03T09:00,15.3,44,3.0,0.00,0.00,1017.9,875.3,3,0.98,9.0,337,27.7
2023-01-03T10:00,14.5,46,3.1,0.00,0.00,1017.5,874.6,1,0.89,7.4,337,27.0
2023-01-03T11:00,13.4,55,4.4,0.00,0.00,1017.7,874.2,0,0.70,3.4,342,20.5
2023-01-03T12:00,11.8,54,2.8,0.00,0.00,1018.9,874.6,0,0.64,2.6,236,10.4
2023-01-03T13:00,9.4,75,5.3,0.00,0.00,1019.7,874.1,17,0.29,1.8,180,9.0
2023-01-03T14:00,10.1,65,3.9,0.00,0.00,1020.4,875.0,8,0.43,1.8,191,6.1
2023-01-03T15:00,9.8,68,4.1,0.00,0.00,1021.1,875.5,1,0.39,2.8,220,7.2
2023-01-03T16:00,9.3,70,4.2,0.00,0.00,1021.4,875.5,0,0.35,0.7,180,7.2
2023-01-03T17:00,6.8,86,4.6,0.00,0.00,1021.4,874.3,1,0.14,2.5,180,7.9
2023-01-03T18:00,5.9,90,4.4,0.00,0.00,1021.2,873.7,11,0.09,3.2,180,10.8
2023-01-03T19:00,4.3,95,3.5,0.00,0.00,1020.6,872.4,62,0.05,3.3,174,12.6
2023-01-03T20:00,2.7,97,2.2,0.00,0.00,1020.3,871.4,92,0.03,4.3,175,15.1
2023-01-03T21:00,1.6,100,1.6,0.00,0.00,1019.8,870.4,100,0.00,5.4,180,18.0
2023-01-03T22:00,1.3,100,1.3,0.00,0.00,1019.4,869.9,100,0.00,6.5,180,19.8
2023-01-03T23:00,1.4,99,1.2,0.00,0.00,1019.2,869.8,90,0.01,6.5,180,19.8
2023-01-04T00:00,2.2,95,1.5,0.00,0.00,1020.7,871.5,62,0.04,5.4,176,19.1
2023-01-04T01:00,2.5,90,1.1,0.00,0.00,1020.9,871.8,48,0.07,6.2,170,17.6
2023-01-04T02:00,3.8,83,1.2,0.00,0.00,1021.6,873.1,30,0.14,8.4,173,20.9
2023-01-04T03:00,8.8,65,2.6,0.00,0.00,1022.6,876.3,2,0.39,6.8,162,20.9
2023-01-04T04:00,12.1,54,3.1,0.00,0.00,1023.0,878.2,0,0.65,1.5,104,16.2
2023-01-04T05:00,13.8,48,3.0,0.00,0.00,1022.1,878.2,0,0.82,3.8,49,15.8
2023-01-04T06:00,15.4,43,2.9,0.00,0.00,1020.6,877.7,0,1.00,2.3,51,17.3
2023-01-04T07:00,16.4,40,2.6,0.00,0.00,1018.9,876.6,4,1.13,2.0,315,16.6
2023-01-04T08:00,16.6,37,1.8,0.70,0.70,1017.7,875.7,36,1.19,4.6,288,17.3
2023-01-04T09:00,16.0,38,1.5,0.00,0.00,1017.2,875.0,36,1.14,6.5,276,19.8
2023-01-04T10:00,14.8,44,2.7,0.00,0.00,1017.3,874.5,27,0.94,6.9,276,20.9
2023-01-04T11:00,13.2,56,4.5,0.00,0.00,1017.9,874.3,10,0.68,4.0,297,19.1
2023-01-04T12:00,11.2,54,2.1,0.00,0.00,1019.2,874.5,0,0.62,4.8,312,11.9
