location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
3460,7711,Phora Durbar Kathman-3460,2022-11-10T01:00:00+05:45,27.712464,85.315703,pm25,µg/m³,33.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T02:00:00+05:45,27.712464,85.315703,pm25,µg/m³,29.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T03:00:00+05:45,27.712464,85.315703,pm25,µg/m³,44.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T04:00:00+05:45,27.712464,85.315703,pm25,µg/m³,37.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T05:00:00+05:45,27.712464,85.315703,pm25,µg/m³,38.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T06:00:00+05:45,27.712464,85.315703,pm25,µg/m³,41.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T07:00:00+05:45,27.712464,85.315703,pm25,µg/m³,56.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T08:00:00+05:45,27.712464,85.315703,pm25,µg/m³,46.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T09:00:00+05:45,27.712464,85.315703,pm25,µg/m³,60.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T10:00:00+05:45,27.712464,85.315703,pm25,µg/m³,67.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T11:00:00+05:45,27.712464,85.315703,pm25,µg/m³,46.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T12:00:00+05:45,27.712464,85.315703,pm25,µg/m³,34.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T13:00:00+05:45,27.712464,85.315703,pm25,µg/m³,21.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T14:00:00+05:45,27.712464,85.315703,pm25,µg/m³,-999.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T15:00:00+05:45,27.712464,85.315703,pm25,µg/m³,-999.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T16:00:00+05:45,27.712464,85.315703,pm25,µg/m³,-999.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T17:00:00+05:45,27.712464,85.315703,pm25,µg/m³,24.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T18:00:00+05:45,27.712464,85.315703,pm25,µg/m³,-999.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T19:00:00+05:45,27.712464,85.315703,pm25,µg/m³,-999.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T20:00:00+05:45,27.712464,85.315703,pm25,µg/m³,-999.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T21:00:00+05:45,27.712464,85.315703,pm25,µg/m³,-999.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T22:00:00+05:45,27.712464,85.315703,pm25,µg/m³,-999.0
3460,7711,Phora Durbar Kathman-3460,2022-11-10T23:00:00+05:45,27.712464,85.315703,pm25,µg/m³,-999.0
3460,7711,Phora Durbar Kathman-3460,2022-11-11T00:00:00+05:45,27.712464,85.315703,pm25,µg/m³,-999.0
3460,7712,Phora Durbar Kathman-3460,2022-11-10T01:00:00+05:45,27.712464,85.315703,o3,ppm,0.008
